City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI
Delhi,01-01-2015,313.22,607.98,36.39,15.2,9.25,41.68,472
Delhi,02-01-2015,186.18,269.55,32.87,9.54,6.65,29.97,454
Delhi,03-01-2015,87.18,131.9,30.31,10.61,2.65,19.71,143
Delhi,04-01-2015,151.84,241.84,36.91,11.54,4.63,25.36,319
Delhi,05-01-2015,146.6,219.13,34.92,9.2,3.33,23.2,325
Delhi,06-01-2015,149.58,252.1,37.84,9.44,3.66,26.83,318
Delhi,07-01-2015,217.87,376.51,40.15,9.78,5.82,28.96,353
Delhi,08-01-2015,229.9,360.95,43.16,11.01,3.31,30.51,383
Delhi,09-01-2015,201.66,397.43,38.56,11.09,3.48,32.94,375
Delhi,10-01-2015,221.02,361.74,46.39,9.7,5.91,34.12,376
Delhi,11-01-2015,205.41,393.2,47.29,10.98,5.54,50.37,379
Delhi,12-01-2015,212.41,345.63,44.71,9.3,5.17,40.08,375
Delhi,13-01-2015,197.61,301.04,45.88,11.52,5.95,39.54,366
Delhi,14-01-2015,164.39,227.38,41.17,10.32,4.85,42.05,353
Delhi,15-01-2015,166.19,283.93,56.7,10.81,6.94,43.25,340
Delhi,16-01-2015,174.98,309.99,49.41,11.46,4.69,34.7,356
Delhi,17-01-2015,196.46,356.2,53.04,8.87,5.13,25.77,360
Delhi,18-01-2015,201.51,359.75,53.77,8.99,5.43,23.22,370
Delhi,19-01-2015,183.35,305.13,39.88,9.02,4.21,25.34,362
Delhi,20-01-2015,165.63,257.04,34.23,8.03,4.11,22.69,340
Delhi,21-01-2015,159.54,235.27,22.56,9.01,7.05,18.56,338
Delhi,22-01-2015,143.68,183.89,21.82,10.58,8.64,6.94,332
Delhi,23-01-2015,128.73,136.07,17.35,8.74,6.77,10.91,254
Delhi,24-01-2015,164.98,200.02,15.77,9.39,8.89,9.35,324
Delhi,25-01-2015,148.59,203.81,20.83,11.44,5.96,16.65,333
Delhi,26-01-2015,129.34,137.86,25.66,10.19,6.78,18.18,292
Delhi,27-01-2015,154.2,217.2,30.39,10.36,6.42,17.11,318
Delhi,28-01-2015,134.6,156.9,28.6,10.21,5.21,15.23,295
Delhi,29-01-2015,173.13,277,38.34,11.74,5.53,16.29,327
Delhi,30-01-2015,178.04,272.61,38.43,11.58,6.43,14.91,345
Delhi,31-01-2015,158.59,207.06,41.36,8.7,5.03,17.51,334
Delhi,01-02-2015,211.59,371.05,58.17,13.08,9.9,23.28,358
Delhi,02-02-2015,163.64,219.84,37.25,10.59,5.31,28.38,349
Delhi,03-02-2015,157.71,194.09,31.05,8.21,5.64,28.56,334
Delhi,04-02-2015,137.26,147.08,29.69,9.11,5.06,15.07,313
Delhi,05-02-2015,131.76,127.42,36.51,8.18,4.85,21.7,262
Delhi,06-02-2015,151.6,330.99,67,5.51,9.13,33.92,303
Delhi,07-02-2015,160.75,210.52,57.69,10.28,6.91,43.44,329
Delhi,08-02-2015,145.34,215.69,50.39,5.39,8.66,30.43,323
Delhi,09-02-2015,134.67,109.86,39.18,5.11,9.7,20.62,266
Delhi,10-02-2015,153.07,218.23,42.2,10.88,5.81,19.02,319
Delhi,11-02-2015,116.91,316.14,53.63,12.64,7.54,27.17,334
Delhi,12-02-2015,177.98,394.97,42.73,13.75,9.2,25.58,342
Delhi,13-02-2015,167.01,328.43,44.61,11.26,7.77,27.62,341
Delhi,14-02-2015,193.96,412.46,53.81,11.73,9.36,34.22,377
Delhi,15-02-2015,184.06,497.37,58.15,13.78,9.13,40.91,391
Delhi,16-02-2015,152.62,310.74,44.22,11.55,6.79,34.36,358
Delhi,17-02-2015,161.27,195.78,25.4,10.3,5.6,41.62,327
Delhi,18-02-2015,188.2,253.53,60.29,16.23,8.65,36.54,365
Delhi,19-02-2015,159.97,193.78,40.51,13.11,5.08,31.88,352
Delhi,20-02-2015,144.12,162.2,34.71,11.45,5.93,31.61,317
Delhi,21-02-2015,155.38,191.03,45.11,14.21,12.24,30.11,320
Delhi,22-02-2015,124.1,107.61,31.83,9.73,5.68,27.19,279
Delhi,23-02-2015,141.39,157.01,38.23,9.29,9.43,36.86,281
Delhi,24-02-2015,170.16,238.33,48.4,14.17,9.28,37.39,354
Delhi,25-02-2015,148.19,169.57,29.28,14.13,5.94,31.57,340
Delhi,26-02-2015,140.78,171.64,20.95,13.61,6.98,28.72,323
Delhi,27-02-2015,130.42,163.67,24.75,12.78,12.12,34.08,315
Delhi,28-02-2015,105.86,169.28,20.65,11.8,12.48,41.38,310
Delhi,01-03-2015,71.83,98.89,21.42,11.62,10.99,22.51,324
Delhi,02-03-2015,53.71,60.15,13.43,10.19,3.21,22.08,226
Delhi,03-03-2015,83.49,112.1,23.75,11.72,5.07,20.83,266
Delhi,04-03-2015,91.07,139.15,24.28,10.64,4.68,25.83,200
Delhi,05-03-2015,106.57,196.19,31.12,9.36,5.97,32.88,275
Delhi,06-03-2015,101.75,163.14,26.59,10.55,5.96,33.67,322
Delhi,07-03-2015,77.57,90.54,19.15,9.48,5.18,23.09,216
Delhi,08-03-2015,63.24,80.2,20.35,8.19,3.98,20.71,108
Delhi,09-03-2015,76.62,117.38,18.21,9.02,4.2,22.85,197
Delhi,10-03-2015,86.7,150.92,18.82,7.98,3.84,25.87,238
Delhi,11-03-2015,104.29,176.2,25.63,10.76,6.3,29.62,274
Delhi,12-03-2015,115.93,203.75,32.29,11.3,7.03,35.05,315
Delhi,13-03-2015,108.66,173.89,30.75,10.23,10.65,34.05,307
Delhi,14-03-2015,67.94,105.29,29.78,9.18,10.14,23.39,208
Delhi,15-03-2015,38.89,46.68,17.76,8.23,4.25,22,165
Delhi,16-03-2015,45.39,74.14,17.14,7.87,8.8,25.55,188
Delhi,17-03-2015,55.55,104.33,20.96,10.45,7.19,23.11,217
Delhi,18-03-2015,50.59,95.56,16.6,7.83,3.6,27.5,191
Delhi,19-03-2015,69.51,136.67,23.77,7.89,4.97,27.07,240
Delhi,20-03-2015,96.62,168,29.04,9.59,6.66,29.01,229
Delhi,21-03-2015,96.28,172.91,29.21,8.82,7.31,25.97,248
Delhi,22-03-2015,72.2,122.12,20.27,8.5,4.4,25.48,204
Delhi,23-03-2015,78.47,131.42,23.04,8.6,4.07,27.1,271
Delhi,24-03-2015,91.87,179.36,30.01,10.1,7.35,34.78,290
Delhi,25-03-2015,107.26,201.08,33.82,11.69,11.82,45.78,340
Delhi,26-03-2015,109.78,217.9,33.02,12.67,9.3,40,358
Delhi,27-03-2015,62.27,117.81,24.76,9.29,10.91,31.08,287
Delhi,28-03-2015,102.22,212.96,29.41,10.47,17.16,40.23,323
Delhi,29-03-2015,104.36,202.01,33.86,14.42,16.92,32.84,360
Delhi,30-03-2015,44.19,57,17.6,9.58,7.75,26.81,268
Delhi,31-03-2015,55.66,78.64,20.13,9.56,9.34,34.15,283
Delhi,01-04-2015,112.86,167.6,32.71,10.15,19.48,38.45,309
Delhi,02-04-2015,78.51,112.78,20.54,6.72,14.37,35.54,249
Delhi,03-04-2015,66.52,76.05,18.47,8.24,10.62,24.85,245
Delhi,04-04-2015,62.56,86.11,24.96,5.52,12.94,27.98,229
Delhi,05-04-2015,78.61,145.1,27.75,7.97,16.72,40.79,234
Delhi,06-04-2015,119.7,195.47,32.83,11.01,16.63,30.32,343
Delhi,07-04-2015,66.09,95.81,24.47,7.29,8.34,43.23,262
Delhi,08-04-2015,95.34,120.2,34.72,9.28,17.99,61.68,308
Delhi,09-04-2015,63.57,148.17,35.15,6.57,10.48,35.18,293
Delhi,10-04-2015,96.56,203.67,52.77,4.63,15.8,59.88,290
Delhi,11-04-2015,131.39,234.65,59.52,5.84,21.5,73.72,375
Delhi,12-04-2015,75.35,91.73,45.3,7.73,13.08,49.21,293
Delhi,13-04-2015,86.49,116.62,50.3,3.67,14.99,62.52,247
Delhi,14-04-2015,77.07,132.68,42.65,6.85,14.04,55.44,232
Delhi,15-04-2015,98.79,161.43,47.41,11.65,13.75,31.14,316
Delhi,16-04-2015,81.81,164.56,44.06,5.94,21.44,59.29,295
Delhi,17-04-2015,65.78,180.67,40.09,7.38,14.34,54.47,246
Delhi,18-04-2015,119.82,268.65,51.11,8.21,17.21,65.72,378
Delhi,19-04-2015,125.53,308.82,64.73,8.84,18.02,65.08,406
Delhi,20-04-2015,121.51,336.63,60.41,6.75,20.98,87.04,392
Delhi,21-04-2015,114.5,327.81,50.7,6.84,19.38,74.49,391
Delhi,22-04-2015,101.83,279.41,55.27,7.36,19.29,69.41,368
Delhi,23-04-2015,118.57,273.68,76.46,6.58,21.81,76.14,365
Delhi,24-04-2015,143.22,313.53,88.61,6.42,26.89,89.42,383
Delhi,25-04-2015,106.76,318.88,58.87,6.75,17.56,93.54,367
Delhi,26-04-2015,65.36,160.3,31.23,8.44,12.67,77.43,334
Delhi,27-04-2015,67.08,174.5,35.54,4.76,11.92,70.74,258
Delhi,28-04-2015,81.37,141.25,34.88,4.67,13.97,70.42,234
Delhi,29-04-2015,63.76,131.56,42.98,7.16,13.98,61.86,257
Delhi,30-04-2015,60.56,171.42,43.9,7.33,12.85,60.18,259
Delhi,01-05-2015,76.1,192.81,42.99,7.63,13.1,53.16,279
Delhi,02-05-2015,72.66,206.1,62.09,9.46,16.16,43.06,312
Delhi,03-05-2015,121.94,334.02,83.3,11.95,19.43,41.71,372
Delhi,04-05-2015,108.98,326.71,85.5,8.08,17.53,37.7,387
Delhi,05-05-2015,145.99,366.85,107.85,6.65,26,50.27,408
Delhi,06-05-2015,171.33,346.98,87.88,7.1,25.26,92.66,398
Delhi,07-05-2015,117.76,343.12,63.18,9.64,24.63,75.6,403
Delhi,08-05-2015,90.66,305.38,56.54,6.65,20.79,74.84,361
Delhi,09-05-2015,106.4,285.38,63.57,9.35,18.15,76.38,378
Delhi,10-05-2015,101.21,283.47,57.51,10.6,16.92,67.97,381
Delhi,11-05-2015,97.57,336.82,42.7,8.79,15.11,87.93,388
Delhi,12-05-2015,96.34,293.26,43.04,6.27,10.84,83.43,346
Delhi,13-05-2015,83.42,174.52,48.61,8.14,9.08,55.62,328
Delhi,14-05-2015,78.06,196.08,42.22,7.24,10.42,57.1,291
Delhi,15-05-2015,97.87,240.34,63.55,10.81,15.02,77.87,396
Delhi,16-05-2015,77.52,186.28,75.5,6.17,15.03,73.24,297
Delhi,17-05-2015,97.16,188.39,57.63,8.4,20.15,70.29,345
Delhi,18-05-2015,66.85,172.35,47.64,7.46,15.04,79.02,296
Delhi,19-05-2015,89.85,240.31,75.47,8.04,14.58,79.55,319
Delhi,20-05-2015,67.41,176.25,52.69,6.11,20.3,57.17,282
Delhi,21-05-2015,75.54,335.13,53.03,8.25,14.85,42.61,352
Delhi,22-05-2015,67.91,235.99,56.84,8.32,14.77,64.34,338
Delhi,23-05-2015,69.02,313.73,52.79,7.06,10.73,66.63,321
Delhi,24-05-2015,79.1,251.52,56.29,8.56,18.96,60.08,295
Delhi,25-05-2015,117.27,340.66,60.65,7.66,11.78,95.72,344
Delhi,26-05-2015,96.09,311.08,51.77,5.25,9.9,79.4,337
Delhi,27-05-2015,84.71,231.35,70.43,8.54,17.48,80.71,355
Delhi,28-05-2015,182.76,436.17,72.67,6.89,14.33,83.33,371
Delhi,29-05-2015,106.61,275.6,64.94,8.48,12.9,76.1,414
Delhi,30-05-2015,92.68,239.12,65.26,7.59,17.68,69.95,366
Delhi,31-05-2015,73.62,236.8,41.86,7.12,13.08,87.47,346
Delhi,01-06-2015,49.42,175.39,48.55,5.03,9.96,72.89,289
Delhi,02-06-2015,52.51,117.86,54.29,6.67,6.73,56.2,297
Delhi,03-06-2015,65.28,137.7,65.25,4.98,6.31,41.92,268
Delhi,04-06-2015,85.45,170.55,62.38,3.83,5.53,63,259
Delhi,05-06-2015,83.02,241.67,62.63,11.36,4.12,52.03,327
Delhi,06-06-2015,44.54,119.29,46.37,11.94,7.37,37.09,384
Delhi,07-06-2015,85.03,186.2,77.07,3.51,9.53,88.63,299
Delhi,08-06-2015,137.7,269.3,109.34,1.56,10.44,86.2,282
Delhi,09-06-2015,136.05,393.7,76.88,1.38,8.84,58,442
Delhi,10-06-2015,63.77,166.31,31.27,2.58,5.91,56.84,309
Delhi,11-06-2015,115.57,259.73,32.99,1.24,6.02,138.5,270
Delhi,12-06-2015,83.29,180.06,36.36,1.19,5.52,68.6,239
Delhi,13-06-2015,73.7,158.24,52.9,1.36,5.34,53.02,214
Delhi,14-06-2015,74.56,121.44,68.76,1.35,5.33,60.88,166
Delhi,15-06-2015,106.11,206.42,72.79,1.62,6.3,86.86,234
Delhi,16-06-2015,132.21,282.05,81.57,1.73,6.16,82.42,331
Delhi,17-06-2015,123.56,271.79,70.96,1.57,6.95,74.01,327
Delhi,18-06-2015,132.21,268.84,94.25,1.82,9.31,87.24,313
Delhi,19-06-2015,110.65,216.46,65.21,1.38,7.8,76.58,284
Delhi,20-06-2015,80.31,160.22,52.7,1.29,10.22,69.37,239
Delhi,21-06-2015,59.73,82.7,50.78,1.59,6.11,52.78,149
Delhi,22-06-2015,85.4,139.2,58.88,1.34,6.18,59.49,172
Delhi,23-06-2015,101.99,152.18,61.18,1.41,7.9,77.04,226
Delhi,24-06-2015,126.07,214.45,60.31,1.37,8.09,83.13,261
Delhi,25-06-2015,37.59,62.38,44.72,1.25,7.67,46.7,188
Delhi,26-06-2015,76,182.48,46.88,1.04,6.84,60.99,192
Delhi,27-06-2015,69.46,195.2,38.55,1.01,7.28,53.19,207
Delhi,28-06-2015,79.84,214.78,47.19,1.13,7.53,58.34,219
Delhi,29-06-2015,48.5,96.78,38.37,1.07,7.74,52.21,193
Delhi,30-06-2015,53.79,109.92,46.06,1.05,9.15,58.33,170
Delhi,01-07-2015,57.99,135.43,49.64,1.06,8.88,61.42,185
Delhi,02-07-2015,67.12,175.9,52.45,1.12,6.86,61.7,220
Delhi,03-07-2015,65.25,219.31,37.09,0.99,8.91,59.66,225
Delhi,04-07-2015,88.75,212.16,35.54,0.98,7.24,56.61,250
Delhi,05-07-2015,135.92,435.2,36.89,1.17,6.42,58.36,282
Delhi,06-07-2015,60.27,143.86,44.07,1.1,7.91,58.07,298
Delhi,07-07-2015,52.2,78.64,51.7,1.34,7.82,53.72,175
Delhi,08-07-2015,67.92,127.38,52.69,1.17,7.94,53.94,217
Delhi,09-07-2015,65.95,128.93,53.39,1.4,7.86,42.58,234
Delhi,10-07-2015,47.68,95.1,46.71,1.26,8.97,35.79,188
Delhi,11-07-2015,29.08,41.31,51.39,7.23,8.61,54.03,253
Delhi,12-07-2015,32.29,34.16,32.77,1.27,7.15,40.41,198
Delhi,13-07-2015,36.68,54.36,37.71,1.3,8.11,37.7,148
Delhi,14-07-2015,44.48,112.83,43.46,1.3,8.04,46.71,141
Delhi,15-07-2015,63.79,243.97,38.05,1.07,9.62,52.2,218
Delhi,16-07-2015,77.2,244.69,36.72,1.02,10.29,72.44,268
Delhi,17-07-2015,77.99,148.95,42.07,1.88,12.46,61.43,232
Delhi,18-07-2015,71.11,148.87,48.79,1.84,10.77,56.32,204
Delhi,19-07-2015,67.39,144.11,52.87,1.28,10.4,59.05,220
Delhi,20-07-2015,49.58,83.22,62.37,1.24,10.17,61.55,223
Delhi,21-07-2015,40.97,78.76,46.3,1.14,12.19,46.98,218
Delhi,22-07-2015,38.97,85.89,41.41,2.73,20.43,44.49,165
Delhi,23-07-2015,34.02,81.25,39.98,2.42,16.71,49.72,155
Delhi,24-07-2015,46.13,94.49,43.99,0.98,16.01,47.11,154
Delhi,25-07-2015,46.01,97,42.86,1,15.58,45.9,184
Delhi,26-07-2015,29.81,86.01,30.66,0.81,15.09,40.73,150
Delhi,27-07-2015,22.82,53.28,33.21,0.83,12.69,36.65,125
Delhi,28-07-2015,24.69,51.98,40.25,0.74,7.61,38.49,160
Delhi,29-07-2015,29.04,56.7,35.69,0.66,9.68,35.89,142
Delhi,30-07-2015,25.76,47.91,32.96,1.2,9.49,26.26,181
Delhi,31-07-2015,37.85,122.18,35.9,1.6,9.7,36.57,196
Delhi,01-08-2015,41.32,126.33,35.14,1.08,10.8,41.27,181
Delhi,02-08-2015,47.81,123.24,37.96,0.82,10.27,46.38,213
Delhi,03-08-2015,56.02,154.28,40.17,0.78,8.75,45.97,175
Delhi,04-08-2015,54.46,136.88,46.74,1.21,9.72,56.88,184
Delhi,05-08-2015,59.13,117.08,52.78,1.67,10.41,54.66,228
Delhi,06-08-2015,65.47,126.56,52.51,1.17,10.73,60.57,214
Delhi,07-08-2015,64.58,154.92,48.24,1.75,10.22,68.17,254
Delhi,08-08-2015,70.05,149.92,50.51,2.26,7.68,62.76,258
Delhi,09-08-2015,55.51,105.17,39.47,1.24,5.83,45.4,244
Delhi,10-08-2015,82.27,140.54,45.46,1.43,6.9,61.52,209
Delhi,11-08-2015,77.04,137.74,49.43,2.11,6.23,62.67,283
Delhi,12-08-2015,52.45,87.66,45.71,1.3,6.69,55.37,223
Delhi,13-08-2015,61.66,116.55,52.76,1.16,9.82,80.63,205
Delhi,14-08-2015,65.67,159.75,50.96,1.52,10.82,69.27,252
Delhi,15-08-2015,51.4,91.81,44.4,0.94,10.53,44.93,198
Delhi,16-08-2015,55.71,93.33,48.39,1.06,10.46,44.79,197
Delhi,17-08-2015,61.84,134.2,44.41,1.09,11.22,45.05,184
Delhi,18-08-2015,60.65,126.2,56.15,1.02,12.39,48.86,197
Delhi,19-08-2015,34.42,124.17,36.47,0.87,9.63,38.86,140
Delhi,20-08-2015,40.83,210.86,32,0.78,11.59,42.13,232
Delhi,21-08-2015,50.97,214.05,35.87,1.12,12.09,57.47,271
Delhi,22-08-2015,46.74,149.06,40.28,0.9,9.56,52.48,207
Delhi,23-08-2015,44.67,138.12,33.76,0.78,9.53,33.94,127
Delhi,24-08-2015,37.39,108.4,44.61,0.97,10.67,38.73,123
Delhi,25-08-2015,52.06,222.39,39.88,0.93,9.12,44.9,175
Delhi,26-08-2015,57.52,236.94,37.85,1.08,9.36,40.43,245
Delhi,27-08-2015,61.47,237.68,40.41,1.35,10.59,56.61,248
Delhi,28-08-2015,77.76,206.22,50.74,1.64,11.92,64.07,247
Delhi,29-08-2015,68.53,260.48,49.3,1.09,11.11,65.56,292
Delhi,30-08-2015,57.85,230.76,39.84,1.11,10.39,62.61,266
Delhi,31-08-2015,51.67,220.14,32.53,0.96,12.77,60.73,288
Delhi,01-09-2015,73.78,230.34,27.42,1.28,10.45,61.33,210
Delhi,02-09-2015,97.63,318.24,29.16,1.14,10.79,72.47,298
Delhi,03-09-2015,99.5,278.36,35.31,1.17,9.82,72.94,315
Delhi,04-09-2015,97.31,284.54,41.7,1.36,14.94,71.5,368
Delhi,05-09-2015,76.43,201.89,29.5,1.38,16.93,56.59,266
Delhi,06-09-2015,61.69,168.63,27.81,1.19,16.71,49.32,174
Delhi,07-09-2015,55.19,179.42,35.49,1.04,12.97,52.24,199
Delhi,08-09-2015,63.79,219.51,38.36,1.07,10.92,61.95,217
Delhi,09-09-2015,58.48,195.05,36.2,1.02,11.57,68.21,238
Delhi,10-09-2015,60.29,184.78,42.1,1.06,11.53,68.49,230
Delhi,11-09-2015,67.35,181.99,46.81,1.13,10.98,68.81,218
Delhi,12-09-2015,87.55,178.57,54.45,1.22,10.51,69.36,226
Delhi,13-09-2015,84.57,171.76,45.36,1.21,9.91,64.05,202
Delhi,14-09-2015,111.58,236.34,60.71,1.51,10.43,79.29,274
Delhi,15-09-2015,108.78,217.16,56.31,1.37,10.4,75.63,289
Delhi,16-09-2015,91.18,190.99,46.44,1.15,9.27,69.61,235
Delhi,17-09-2015,104.85,250.21,60.96,1.4,11.68,85.86,285
Delhi,18-09-2015,56.19,129.11,43.3,1.22,10.85,48.8,209
Delhi,19-09-2015,67.62,125.24,49.83,1.14,9.75,51.78,132
Delhi,20-09-2015,64.38,141.89,62.73,1.1,9.27,58.49,179
Delhi,21-09-2015,45.65,109.7,62.69,1.16,13.55,48.02,136
Delhi,22-09-2015,35.75,70.38,38.78,0.95,11.57,39.83,104
Delhi,23-09-2015,34.89,101.42,31.17,0.98,12.34,37.26,95
Delhi,24-09-2015,63.06,187.9,39.16,1.21,13.26,48.78,175
Delhi,25-09-2015,82.39,222.71,45.09,1.5,11.8,53.1,290
Delhi,26-09-2015,88.08,254.8,45.96,1.63,11.17,54.87,282
Delhi,27-09-2015,89.75,252.06,44.13,1.49,9.76,68.69,298
Delhi,28-09-2015,69.57,190.18,43.41,1.25,10.38,53.82,240
Delhi,29-09-2015,68.34,172.35,48.19,1.16,10.68,54.68,188
Delhi,30-09-2015,61.08,155.26,42.91,1.1,9.59,52.91,187
Delhi,01-10-2015,85.7,205.18,54.68,1.49,11.42,60.57,230
Delhi,02-10-2015,97.62,220.56,52.53,1.58,9.77,64.01,286
Delhi,03-10-2015,103.58,293.23,54.93,1.72,11.41,47.52,266
Delhi,04-10-2015,145.97,335.82,62.84,2.26,15.08,44.92,369
Delhi,05-10-2015,180.52,347.95,75.42,3.15,17.32,45.8,375
Delhi,06-10-2015,151.57,355.56,65.07,2.19,11.35,42.22,411
Delhi,07-10-2015,144.04,305.35,57.05,1.73,11.15,49.32,383
Delhi,08-10-2015,148.44,291.66,58.32,1.96,12.13,66.62,388
Delhi,09-10-2015,130.22,284.27,65.15,2.5,15.27,63.16,351
Delhi,10-10-2015,147.71,287.93,61.29,2.48,13.94,58.24,320
Delhi,11-10-2015,111.34,246.3,51.83,2.02,12.01,62.02,296
Delhi,12-10-2015,100.7,232.58,52.92,1.98,14.75,65.55,312
Delhi,13-10-2015,97.67,189.31,48.92,1.89,11.84,73.28,260
Delhi,14-10-2015,75.81,155.25,43.47,1.61,10.89,67.89,204
Delhi,15-10-2015,95.24,199.77,60.8,2.13,10.84,77.91,218
Delhi,16-10-2015,148.29,301.61,68.24,2.07,11.98,84.74,356
Delhi,17-10-2015,90.66,137.89,20.29,1.62,7.56,44.21,388
Delhi,18-10-2015,156.71,263.15,41.09,1.63,10.14,71.1,298
Delhi,19-10-2015,170.28,312.88,61.67,2.08,16.24,92.96,392
Delhi,20-10-2015,198.1,336.47,74.62,2.17,16.73,101.74,428
Delhi,21-10-2015,158.04,265.39,46.9,2.98,15.64,79.5,384
Delhi,22-10-2015,116.98,213.49,32.96,2.6,13.27,48.74,292
Delhi,23-10-2015,143.73,289.01,67.38,2.05,21.35,69.55,343
Delhi,24-10-2015,169.22,341.7,71.38,3.07,18.2,47.92,383
Delhi,25-10-2015,147.65,281.8,56.46,1.78,13.81,65.83,374
Delhi,26-10-2015,101.61,214.37,47.8,1.58,20.57,85.73,263
Delhi,27-10-2015,113.2,260.46,49.25,1.74,21.2,63.88,334
Delhi,28-10-2015,112.89,254.24,43.78,2.07,18.61,71.98,333
Delhi,29-10-2015,95.72,183.08,57.74,1.89,24.29,73.26,262
Delhi,30-10-2015,108.4,156.58,42.63,2.29,18.92,60.56,236
Delhi,31-10-2015,245.97,274.06,35.11,1.74,17.66,42.32,340
Delhi,01-11-2015,277.53,379.38,60.17,2.41,28.58,84.99,415
Delhi,02-11-2015,232.4,361,68.4,2.05,31.66,136.67,420
Delhi,03-11-2015,244.78,385.66,82.74,2.09,29.19,99.91,407
Delhi,04-11-2015,293.49,401.49,87.47,2.54,31.58,114.43,454
Delhi,05-11-2015,161.78,234.94,63.78,1.76,21.21,75.71,388
Delhi,06-11-2015,153.33,260.04,58.13,2.56,20.9,69.95,276
Delhi,07-11-2015,353.86,496.61,86.59,2.76,19.96,107.69,483
Delhi,08-11-2015,217.55,356.92,75.98,2.84,31.77,103.4,451
Delhi,09-11-2015,201.44,364.2,79.2,2.01,40.75,108.12,378
Delhi,10-11-2015,249.95,452.96,84.89,2.64,33.72,115.45,439
Delhi,11-11-2015,219.68,408.52,55.72,1.5,25.96,89.58,431
Delhi,12-11-2015,258.48,398.16,54.69,1.84,28.58,75.26,421
Delhi,13-11-2015,291.66,469.38,61.66,1.75,21.15,101.14,454
Delhi,14-11-2015,221.68,377.4,60.05,1.72,21.27,90.08,450
Delhi,15-11-2015,214.24,342.13,83.62,2.1,22.68,101.15,367
Delhi,16-11-2015,184.02,323.56,85.03,2.26,21.27,94.79,383
Delhi,17-11-2015,136.22,280.47,57.11,2.1,17.53,71.44,347
Delhi,18-11-2015,188.09,367.46,74.39,2.3,21.78,86.88,369
Delhi,19-11-2015,238.69,397.16,96.62,2.87,25.59,101.68,392
Delhi,20-11-2015,271.42,470.08,101.44,3.28,26.81,124.74,455
Delhi,21-11-2015,293.73,467.32,97.76,2.96,23.06,114.3,450
Delhi,22-11-2015,247.27,450.96,92.32,2.73,20.77,116.29,478
Delhi,23-11-2015,266.95,419.98,105.29,3.49,24.92,132.26,431
Delhi,24-11-2015,241.61,424.09,88.74,2.6,19.65,113.35,440
Delhi,25-11-2015,149.14,312.85,54.63,1.98,15.97,81.11,376
Delhi,26-11-2015,182.5,317.46,69.29,1.84,21.35,93.71,347
Delhi,27-11-2015,193.58,343.26,71.35,1.71,19.49,90.46,343
Delhi,28-11-2015,172.89,294.29,47.21,1.43,17.09,70.51,362
Delhi,29-11-2015,190.46,342.59,51.84,1.88,20.73,67.97,319
Delhi,30-11-2015,282.76,419.33,78.48,2.51,24.51,131.34,425
Delhi,01-12-2015,183.28,371.83,83.03,1.77,16.48,93.52,400
Delhi,02-12-2015,170.74,399.64,95.99,1.87,19.04,88,386
Delhi,03-12-2015,190.14,412.29,92.91,1.74,19.24,86.19,385
Delhi,04-12-2015,186.64,352.14,79.52,2.28,20.76,88.93,392
Delhi,05-12-2015,282.01,433.03,121.11,3.4,31.36,129.79,428
Delhi,06-12-2015,218.22,439.01,113.45,3.24,34.05,122.22,394
Delhi,07-12-2015,249.8,421.49,103.77,3.07,22.34,103.29,440
Delhi,08-12-2015,283.59,478.19,140.09,3.33,23.41,139.79,437
Delhi,09-12-2015,250.69,411.48,93.99,2.74,21.72,131.99,431
Delhi,10-12-2015,211.95,386.66,78.05,2.46,22.11,123.11,383
Delhi,11-12-2015,198.38,410.6,64.21,2.1,18.41,119.41,377
Delhi,12-12-2015,184.12,385.05,55.01,1.91,16.09,122.43,379
Delhi,13-12-2015,135.42,338.3,63.9,2.01,18.89,101.58,333
Delhi,14-12-2015,118.6,380.24,59.09,2.7,13.66,79.22,314
Delhi,15-12-2015,88.3,,40.52,1.86,14.88,25.23,174
Delhi,16-12-2015,111.45,,34.44,1.75,14.56,38.16,244
Delhi,17-12-2015,152.24,,23.07,1.89,19.41,29.89,308
Delhi,18-12-2015,136.75,,25.24,1.52,19.87,20.82,320
Delhi,19-12-2015,114.35,,26.84,1.94,13.17,33.06,270
Delhi,20-12-2015,181.67,,111.18,21.22,18.97,20.58,320
Delhi,21-12-2015,135.78,,78.99,29.46,15.59,20.57,313
Delhi,22-12-2015,204.72,391.9,136.15,11.45,23.64,57.16,326
Delhi,23-12-2015,321.52,589.93,102.69,2.94,22.66,111.69,459
Delhi,24-12-2015,129.08,486.66,55.01,30.44,13.43,32.42,314
Delhi,25-12-2015,132.56,294.13,71.91,9.61,17.57,75.29,304
Delhi,26-12-2015,158.69,331.93,88.96,10.3,21.02,88.64,310
Delhi,27-12-2015,187.01,375.13,90.57,11.3,21.41,98.88,370
Delhi,28-12-2015,148.77,332.68,75.69,9.27,20.34,85.96,328
Delhi,29-12-2015,159.67,325.05,73.11,2.32,21.23,82.69,331
Delhi,30-12-2015,233.97,391.19,87.4,1.94,22.31,94.75,412
Delhi,31-12-2015,240.97,389.18,72.93,2.38,24.08,87.26,433
Delhi,01-01-2016,295.71,476.09,94.04,2.42,23.57,108.14,463
Delhi,02-01-2016,239.21,395.29,81.22,2.15,23.33,90.45,465
Delhi,03-01-2016,270.1,484.82,76.67,2.39,19.94,97.03,426
